,latitude,longitude,1,2,3,4,5
0,59.2823 ,10.33004,,,,,
1,39.4803 ,-97.64928,,,,,
2,55.611735 ,37.665831,,,,,
3,29.961078 ,-81.340501,,,,,
4,30.04479 ,-98.039313,,,,,
5,27.557585 ,80.699477,,,,,
6,50.422389 ,30.505906,,,,,
7,u,n,k,n,o,w,n
8,40.393715 ,-3.676087,,,,,
9,40.416024 ,-3.696213,,,,,
10,u,n,k,n,o,w,n
11,36.718612 ,-4.496911,,,,,
12,u,n,k,n,o,w,n
13,u,n,k,n,o,w,n
14,u,n,k,n,o,w,n
15,u,n,k,n,o,w,n
16,u,n,k,n,o,w,n
17,12.4989 ,124.6377,,,,,
18,u,n,k,n,o,w,n
19,u,n,k,n,o,w,n
20,u,n,k,n,o,w,n
21,u,n,k,n,o,w,n
22,-12.763924 ,-40.969305,,,,,
23,38.09032 ,-92.29267,,,,,
24,14.18455 ,12.003467,,,,,
25,41.311421 ,19.446037,,,,,
26,u,n,k,n,o,w,n
27,u,n,k,n,o,w,n
28,u,n,k,n,o,w,n
29,14.718301 ,-17.27781,,,,,
30,u,n,k,n,o,w,n
31,u,n,k,n,o,w,n
32,-13.716985 ,-76.205805,,,,,
33,26.407384 ,93.25513,,,,,
34,u,n,k,n,o,w,n
35,u,n,k,n,o,w,n
36,u,n,k,n,o,w,n
37,u,n,k,n,o,w,n
38,28.486359 ,-16.317929,,,,,
39,41.648971 ,-4.713868,,,,,
40,40.483359 ,-3.667923,,,,,
41,59.927468 ,40.396485,,,,,
42,u,n,k,n,o,w,n
43,u,n,k,n,o,w,n
44,40.927641 ,-8.572243,,,,,
45,u,n,k,n,o,w,n
46,u,n,k,n,o,w,n
47,53.16667 ,-7.02121,,,,,
48,u,n,k,n,o,w,n
49,43.045331 ,-9.246803,,,,,
50,20.646389 ,-103.413621,,,,,
51,u,n,k,n,o,w,n
52,40 ,-4,,,,,
53,u,n,k,n,o,w,n
54,9.427095 ,49.002487,,,,,
55,u,n,k,n,o,w,n
56,u,n,k,n,o,w,n
57,u,n,k,n,o,w,n
58,31.31517 ,-85.85522,,,,,
59,41.76797 ,-76.442844,,,,,
60,45.16667 ,15.5,,,,,
61,u,n,k,n,o,w,n
62,38.009583 ,-3.369091,,,,,
63,22 ,-102.5,,,,,
64,44.432114 ,26.105103,,,,,
65,36.713508 ,-4.432622,,,,,
66,u,n,k,n,o,w,n
67,52.01991 ,-128.27791,,,,,
68,u,n,k,n,o,w,n
69,9.598 ,138.1665,,,,,
70,u,n,k,n,o,w,n
71,u,n,k,n,o,w,n
72,u,n,k,n,o,w,n
73,u,n,k,n,o,w,n
74,-34.623945 ,-58.427,,,,,
75,u,n,k,n,o,w,n
76,55.857808 ,48.819654,,,,,
77,u,n,k,n,o,w,n
78,48.877368 ,2.330422,,,,,
79,48.829077 ,2.237703,,,,,
80,u,n,k,n,o,w,n
81,40 ,-4,,,,,
82,u,n,k,n,o,w,n
83,29.773333 ,-95.215543,,,,,
84,50.985836 ,-0.273958,,,,,
85,u,n,k,n,o,w,n
86,52.097217 ,5.0646,,,,,
87,u,n,k,n,o,w,n
88,u,n,k,n,o,w,n
89,u,n,k,n,o,w,n
90,5.343059 ,-3.989415,,,,,
91,u,n,k,n,o,w,n
92,u,n,k,n,o,w,n
93,2.384034 ,30.920685,,,,,
94,u,n,k,n,o,w,n
95,50.106603 ,8.669371,,,,,
96,52.845879 ,8.040395,,,,,
97,42.83333 ,12.83333,,,,,
98,32.793686 ,-97.407725,,,,,
99,35.463688 ,-97.604454,,,,,
100,28.136787 ,-16.670687,,,,,
101,u,n,k,n,o,w,n
102,48.698425 ,9.165179,,,,,
103,38.46806 ,106.27306,,,,,
104,u,n,k,n,o,w,n
105,u,n,k,n,o,w,n
106,22.681197 ,75.879578,,,,,
107,8.4115 ,-75.58508,,,,,
108,55.835634 ,37.954136,,,,,
109,38.46806 ,106.27306,,,,,
110,14.571417 ,120.983441,,,,,
111,30.60497 ,-87.898838,,,,,
112,45.285795 ,-75.935494,,,,,
113,43.83768 ,7.85849,,,,,
114,u,n,k,n,o,w,n
115,u,n,k,n,o,w,n
116,u,n,k,n,o,w,n
117,13.791835 ,121.070425,,,,,
118,12.936882 ,77.582079,,,,,
119,u,n,k,n,o,w,n
120,8.5 ,-11.5,,,,,
121,u,n,k,n,o,w,n
122,14.102352 ,122.843792,,,,,
123,u,n,k,n,o,w,n
124,u,n,k,n,o,w,n
125,42.24568 ,-122.78865,,,,,
126,52.514157 ,-2.077159,,,,,
127,u,n,k,n,o,w,n
128,8.035032 ,-76.336075,,,,,
129,u,n,k,n,o,w,n
130,u,n,k,n,o,w,n
131,u,n,k,n,o,w,n
132,29.961078 ,-81.340501,,,,,
133,40.393715 ,-3.676087,,,,,
134,u,n,k,n,o,w,n
135,36.718612 ,-4.496911,,,,,
136,u,n,k,n,o,w,n
137,37.540601 ,-5.079589,,,,,
138,12.4989 ,124.6377,,,,,
139,u,n,k,n,o,w,n
140,40.483359 ,-3.667923,,,,,
141,40 ,-4,,,,,
142,48.181161 ,11.585906,,,,,
143,38.345192 ,-0.527115,,,,,
144,24.433143 ,90.496538,,,,,
145,u,n,k,n,o,w,n
146,53.124575 ,8.711679,,,,,
147,51.347247 ,9.462564,,,,,
148,18.442154 ,-69.976878,,,,,
149,50.480869 ,9.730465,,,,,
150,9.145865 ,-79.617169,,,,,
151,u,n,k,n,o,w,n
152,40.454179 ,-3.700284,,,,,
153,u,n,k,n,o,w,n
154,u,n,k,n,o,w,n
155,u,n,k,n,o,w,n
156,12.4989 ,124.6377,,,,,
157,54.155568 ,38.1775,,,,,
158,u,n,k,n,o,w,n
159,u,n,k,n,o,w,n
160,40 ,-4,,,,,
161,46.946512 ,7.434997,,,,,
162,-7.437889 ,-70.028143,,,,,
163,u,n,k,n,o,w,n
164,u,n,k,n,o,w,n
165,u,n,k,n,o,w,n
166,u,n,k,n,o,w,n
167,40.393715 ,-3.676087,,,,,
168,u,n,k,n,o,w,n
169,u,n,k,n,o,w,n
170,u,n,k,n,o,w,n
171,u,n,k,n,o,w,n
172,38.683303 ,-9.342408,,,,,
173,40 ,-4,,,,,
174,40.483359 ,-3.667923,,,,,
175,59.927468 ,40.396485,,,,,
176,u,n,k,n,o,w,n
177,-15.244396 ,-40.24283,,,,,
178,u,n,k,n,o,w,n
179,u,n,k,n,o,w,n
180,25.334561 ,55.392918,,,,,
181,48.06572 ,11.614658,,,,,
182,u,n,k,n,o,w,n
183,34.94957 ,-81.93205,,,,,
184,u,n,k,n,o,w,n
185,u,n,k,n,o,w,n
186,8.5 ,-11.5,,,,,
187,39.594915 ,2.673811,,,,,
188,u,n,k,n,o,w,n
189,40.91534 ,-81.10593,,,,,
190,-15.763386 ,-47.88108,,,,,
191,u,n,k,n,o,w,n
192,u,n,k,n,o,w,n
193,u,n,k,n,o,w,n
194,40 ,-4,,,,,
195,u,n,k,n,o,w,n
196,u,n,k,n,o,w,n
197,41.94514 ,25.07868,,,,,
198,u,n,k,n,o,w,n
199,-26.828806 ,-65.208318,,,,,
200,u,n,k,n,o,w,n
201,u,n,k,n,o,w,n
202,54.326624 ,10.105359,,,,,
203,52.507568 ,13.391332,,,,,
204,12.832143 ,80.223782,,,,,
205,u,n,k,n,o,w,n
206,48.555132 ,12.743875,,,,,
207,45.339841 ,-75.910723,,,,,
208,29.961078 ,-81.340501,,,,,
209,30.04479 ,-98.039313,,,,,
210,u,n,k,n,o,w,n
211,52.498252 ,-2.002874,,,,,
212,38.46806 ,106.27306,,,,,
213,15.760691 ,43.686232,,,,,
214,25.029422 ,-77.361956,,,,,
215,43.569326 ,1.38676,,,,,
216,33.588178 ,-100.217897,,,,,
217,40.393715 ,-3.676087,,,,,
218,40.416024 ,-3.696213,,,,,
219,u,n,k,n,o,w,n
220,u,n,k,n,o,w,n
221,29.88628 ,-95.494941,,,,,
222,40 ,-4,,,,,
223,u,n,k,n,o,w,n
224,u,n,k,n,o,w,n
225,u,n,k,n,o,w,n
226,u,n,k,n,o,w,n
227,u,n,k,n,o,w,n
228,41.412355 ,2.197328,,,,,
229,37.540601 ,-5.079589,,,,,
230,12.4989 ,124.6377,,,,,
231,u,n,k,n,o,w,n
232,u,n,k,n,o,w,n
233,u,n,k,n,o,w,n
234,u,n,k,n,o,w,n
235,25.029422 ,-77.361956,,,,,
236,u,n,k,n,o,w,n
237,41.406739 ,2.132058,,,,,
238,u,n,k,n,o,w,n
239,u,n,k,n,o,w,n
240,33.703837 ,72.978521,,,,,
241,41.395942 ,2.149939,,,,,
242,54.247107 ,-3.253915,,,,,
243,39.78373 ,-100.445882,,,,,
244,14.18455 ,12.003467,,,,,
245,41.311421 ,19.446037,,,,,
246,41.82046 ,1.86768,,,,,
247,u,n,k,n,o,w,n
248,43.451896 ,-3.871985,,,,,
249,u,n,k,n,o,w,n
250,18.833333 ,-98,,,,,
251,43.599429 ,-116.21314,,,,,
252,u,n,k,n,o,w,n
253,u,n,k,n,o,w,n
254,u,n,k,n,o,w,n
255,u,n,k,n,o,w,n
256,38.09032 ,-92.29267,,,,,
257,40.445524 ,-3.656695,,,,,
258,u,n,k,n,o,w,n
259,41.396587 ,2.15164,,,,,
260,u,n,k,n,o,w,n
261,u,n,k,n,o,w,n
262,u,n,k,n,o,w,n
263,u,n,k,n,o,w,n
264,41.394306 ,2.152455,,,,,
265,u,n,k,n,o,w,n
266,u,n,k,n,o,w,n
267,-36.846418 ,174.761639,,,,,
268,u,n,k,n,o,w,n
269,-13.716985 ,-76.205805,,,,,
270,52.171533 ,20.973048,,,,,
271,u,n,k,n,o,w,n
272,u,n,k,n,o,w,n
273,45.154542 ,-64.398833,,,,,
274,39.029027 ,-96.829684,,,,,
275,u,n,k,n,o,w,n
276,51.450806 ,-1.047016,,,,,
277,u,n,k,n,o,w,n
278,42.83333 ,12.83333,,,,,
279,u,n,k,n,o,w,n
280,40 ,-4,,,,,
281,u,n,k,n,o,w,n
282,u,n,k,n,o,w,n
283,u,n,k,n,o,w,n
284,28.486359 ,-16.317929,,,,,
285,u,n,k,n,o,w,n
286,49.95972 ,11.91072,,,,,
287,41.400178 ,2.191572,,,,,
288,40.483359 ,-3.667923,,,,,
289,33.374755 ,130.194511,,,,,
290,u,n,k,n,o,w,n
291,u,n,k,n,o,w,n
292,u,n,k,n,o,w,n
293,-12.162391 ,-76.997239,,,,,
294,u,n,k,n,o,w,n
295,40.927641 ,-8.572243,,,,,
296,40 ,-4,,,,,
297,40 ,-4,,,,,
298,u,n,k,n,o,w,n
299,u,n,k,n,o,w,n
300,41.397742 ,2.200686,,,,,
301,u,n,k,n,o,w,n
302,u,n,k,n,o,w,n
303,-15.244396 ,-40.24283,,,,,
304,u,n,k,n,o,w,n
305,40 ,-4,,,,,
306,u,n,k,n,o,w,n
307,u,n,k,n,o,w,n
308,41.396109 ,2.15224,,,,,
309,34.51147 ,-110.079608,,,,,
310,u,n,k,n,o,w,n
311,25.029422 ,-77.361956,,,,,
312,u,n,k,n,o,w,n
313,45.786731 ,4.813551,,,,,
314,40 ,-4,,,,,
315,-37.7 ,145.18333,,,,,
316,u,n,k,n,o,w,n
317,32 ,-6,,,,,
318,5.26176 ,-0.75897,,,,,
319,u,n,k,n,o,w,n
320,u,n,k,n,o,w,n
321,u,n,k,n,o,w,n
322,u,n,k,n,o,w,n
323,u,n,k,n,o,w,n
324,51.478049 ,-0.607207,,,,,
325,u,n,k,n,o,w,n
326,-37.786167 ,144.8908,,,,,
327,u,n,k,n,o,w,n
328,44.396444 ,-71.4396,,,,,
329,u,n,k,n,o,w,n
330,u,n,k,n,o,w,n
331,41.382788 ,2.142822,,,,,
332,u,n,k,n,o,w,n
333,u,n,k,n,o,w,n
334,u,n,k,n,o,w,n
335,u,n,k,n,o,w,n
336,40 ,-4,,,,,
337,31.205963 ,16.583621,,,,,
338,50.881401 ,4.28982,,,,,
339,u,n,k,n,o,w,n
340,u,n,k,n,o,w,n
341,u,n,k,n,o,w,n
342,u,n,k,n,o,w,n
343,u,n,k,n,o,w,n
344,-20.463137 ,-41.414873,,,,,
345,u,n,k,n,o,w,n
346,u,n,k,n,o,w,n
347,u,n,k,n,o,w,n
348,37.598532 ,-93.431586,,,,,
349,41.395983 ,2.196867,,,,,
350,u,n,k,n,o,w,n
351,-9.42547 ,147.111654,,,,,
352,u,n,k,n,o,w,n
353,38.09032 ,-92.29267,,,,,
354,31.31517 ,-85.85522,,,,,
355,u,n,k,n,o,w,n
356,40.883642 ,0.804529,,,,,
357,u,n,k,n,o,w,n
358,u,n,k,n,o,w,n
359,u,n,k,n,o,w,n
360,u,n,k,n,o,w,n
361,u,n,k,n,o,w,n
362,45.14914 ,11.82057,,,,,
363,u,n,k,n,o,w,n
364,u,n,k,n,o,w,n
365,6.996299 ,-9.471709,,,,,
366,u,n,k,n,o,w,n
367,u,n,k,n,o,w,n
368,u,n,k,n,o,w,n
369,u,n,k,n,o,w,n
370,u,n,k,n,o,w,n
371,48.849147 ,2.352669,,,,,
372,u,n,k,n,o,w,n
373,8.5 ,-11.5,,,,,
374,u,n,k,n,o,w,n
375,36.983414 ,-122.056168,,,,,
376,47.269234 ,11.182966,,,,,
377,u,n,k,n,o,w,n
378,50.857585 ,5.809624,,,,,
379,u,n,k,n,o,w,n
380,49.711287 ,-54.059949,,,,,
381,46.946512 ,7.434997,,,,,
382,u,n,k,n,o,w,n
383,41.36169 ,-83.62299,,,,,
384,25 ,45,,,,,
385,38.46806 ,106.27306,,,,,
386,u,n,k,n,o,w,n
387,u,n,k,n,o,w,n
388,4.25 ,-74.18333,,,,,
389,u,n,k,n,o,w,n
390,u,n,k,n,o,w,n
391,u,n,k,n,o,w,n
392,u,n,k,n,o,w,n
393,u,n,k,n,o,w,n
394,41.689785 ,-73.022303,,,,,
395,43.570125 ,17.874871,,,,,
396,u,n,k,n,o,w,n
397,36.223189 ,43.992625,,,,,
398,u,n,k,n,o,w,n
399,53.566578 ,9.965491,,,,,
400,u,n,k,n,o,w,n
401,48.315259 ,14.305121,,,,,
402,u,n,k,n,o,w,n
403,38.46806 ,106.27306,,,,,
404,u,n,k,n,o,w,n
405,8.616696 ,-13.198092,,,,,
406,u,n,k,n,o,w,n
407,49.170979 ,-66.334046,,,,,
408,9.598 ,138.1665,,,,,
409,u,n,k,n,o,w,n
410,44.632531 ,-93.371892,,,,,
411,19.426399 ,-99.170338,,,,,
412,50.451827 ,30.525852,,,,,
413,u,n,k,n,o,w,n
414,u,n,k,n,o,w,n
415,u,n,k,n,o,w,n
416,-26.891587 ,-49.085871,,,,,
417,u,n,k,n,o,w,n
418,41.135892 ,0.651719,,,,,
419,42.392616 ,-71.259491,,,,,
420,u,n,k,n,o,w,n
421,40.107509 ,-89.376854,,,,,
422,u,n,k,n,o,w,n
423,47.451068 ,8.565125,,,,,
424,u,n,k,n,o,w,n
425,51.465532 ,-0.213083,,,,,
426,u,n,k,n,o,w,n
427,u,n,k,n,o,w,n
428,u,n,k,n,o,w,n
429,u,n,k,n,o,w,n
430,50.969546 ,-0.883874,,,,,
431,u,n,k,n,o,w,n
432,u,n,k,n,o,w,n
433,-34.623945 ,-58.427,,,,,
434,42.242865 ,-83.744346,,,,,
435,u,n,k,n,o,w,n
436,55.857808 ,48.819654,,,,,
437,u,n,k,n,o,w,n
438,49.51281 ,5.935415,,,,,
439,48.829077 ,2.237703,,,,,
440,52.504678 ,13.449021,,,,,
441,-11.924823 ,-77.083473,,,,,
442,u,n,k,n,o,w,n
443,38.750319 ,-91.966016,,,,,
444,u,n,k,n,o,w,n
445,47.390891 ,8.055779,,,,,
446,u,n,k,n,o,w,n
447,u,n,k,n,o,w,n
448,50.985836 ,-0.273958,,,,,
449,u,n,k,n,o,w,n
450,40.62976 ,-91.31515,,,,,
451,37.230614 ,-94.831904,,,,,
452,48.841691 ,2.242722,,,,,
453,u,n,k,n,o,w,n
454,u,n,k,n,o,w,n
455,47.796439 ,9.624863,,,,,
456,u,n,k,n,o,w,n
457,u,n,k,n,o,w,n
458,48.034551 ,11.587031,,,,,
459,u,n,k,n,o,w,n
460,48.864212 ,2.360936,,,,,
461,u,n,k,n,o,w,n
462,u,n,k,n,o,w,n
463,u,n,k,n,o,w,n
464,26.493888 ,127.865372,,,,,
465,47.23333 ,22.65,,,,,
466,u,n,k,n,o,w,n
467,u,n,k,n,o,w,n
468,u,n,k,n,o,w,n
469,52.25 ,5.75,,,,,
470,u,n,k,n,o,w,n
471,38.46806 ,106.27306,,,,,
472,u,n,k,n,o,w,n
473,u,n,k,n,o,w,n
474,40 ,-4,,,,,
475,u,n,k,n,o,w,n
476,36.704301 ,-80.574791,,,,,
477,u,n,k,n,o,w,n
478,u,n,k,n,o,w,n
479,49.459294 ,9.889831,,,,,
480,50.459621 ,3.929831,,,,,
481,6.89359 ,80.596756,,,,,
482,47.107771 ,-101.352449,,,,,
483,u,n,k,n,o,w,n
484,46.263781 ,8.696755,,,,,
485,u,n,k,n,o,w,n
486,u,n,k,n,o,w,n
487,u,n,k,n,o,w,n
488,-23.26536 ,-45.892858,,,,,
489,u,n,k,n,o,w,n
490,u,n,k,n,o,w,n
491,u,n,k,n,o,w,n
492,u,n,k,n,o,w,n
493,u,n,k,n,o,w,n
494,-3.20333 ,-52.20639,,,,,
495,u,n,k,n,o,w,n
496,u,n,k,n,o,w,n
497,23.504868 ,72.41884,,,,,
498,47.449561 ,8.56496,,,,,
499,u,n,k,n,o,w,n
500,u,n,k,n,o,w,n
501,u,n,k,n,o,w,n
502,u,n,k,n,o,w,n
503,33.5102 ,36.29128,,,,,
504,8.5 ,-11.5,,,,,
505,u,n,k,n,o,w,n
506,u,n,k,n,o,w,n
507,33.7208 ,-117.75168,,,,,
508,40.558449 ,-8.413426,,,,,
509,u,n,k,n,o,w,n
510,u,n,k,n,o,w,n
511,u,n,k,n,o,w,n
512,52.845879 ,8.040395,,,,,
513,49.474632 ,8.509317,,,,,
514,u,n,k,n,o,w,n
515,52.388861 ,9.749965,,,,,
516,u,n,k,n,o,w,n
517,u,n,k,n,o,w,n
518,u,n,k,n,o,w,n
519,u,n,k,n,o,w,n
520,46.762732 ,-56.177695,,,,,
521,u,n,k,n,o,w,n
522,38.46806 ,106.27306,,,,,
523,u,n,k,n,o,w,n
524,u,n,k,n,o,w,n
525,u,n,k,n,o,w,n
526,52.079298 ,4.354722,,,,,
527,u,n,k,n,o,w,n
528,u,n,k,n,o,w,n
529,48.944688 ,8.381103,,,,,
530,u,n,k,n,o,w,n
531,u,n,k,n,o,w,n
532,u,n,k,n,o,w,n
533,u,n,k,n,o,w,n
534,u,n,k,n,o,w,n
535,35.679283 ,139.80956,,,,,
536,u,n,k,n,o,w,n
537,u,n,k,n,o,w,n
538,53.540602 ,14.552663,,,,,
539,36.168268 ,-86.779651,,,,,
540,u,n,k,n,o,w,n
541,13.007822 ,77.564494,,,,,
542,u,n,k,n,o,w,n
543,u,n,k,n,o,w,n
544,u,n,k,n,o,w,n
545,u,n,k,n,o,w,n
546,u,n,k,n,o,w,n
547,u,n,k,n,o,w,n
548,u,n,k,n,o,w,n
549,30.632654 ,-88.073234,,,,,
550,-26.672146 ,153.096088,,,,,
551,u,n,k,n,o,w,n
552,u,n,k,n,o,w,n
553,u,n,k,n,o,w,n
554,35.609479 ,140.305566,,,,,
555,u,n,k,n,o,w,n
556,u,n,k,n,o,w,n
557,u,n,k,n,o,w,n
558,u,n,k,n,o,w,n
559,u,n,k,n,o,w,n
560,u,n,k,n,o,w,n
561,8.5 ,-11.5,,,,,
562,u,n,k,n,o,w,n
563,u,n,k,n,o,w,n
564,u,n,k,n,o,w,n
565,u,n,k,n,o,w,n
566,u,n,k,n,o,w,n
567,34.23314 ,-102.41075,,,,,
568,u,n,k,n,o,w,n
569,u,n,k,n,o,w,n
570,8.5 ,-11.5,,,,,
571,u,n,k,n,o,w,n
572,u,n,k,n,o,w,n
573,u,n,k,n,o,w,n
574,u,n,k,n,o,w,n
575,37.942583 ,23.645261,,,,,
576,13.042322 ,77.529426,,,,,
577,u,n,k,n,o,w,n
578,u,n,k,n,o,w,n
579,u,n,k,n,o,w,n
580,u,n,k,n,o,w,n
581,13.16667 ,-59.53333,,,,,
582,u,n,k,n,o,w,n
583,u,n,k,n,o,w,n
584,u,n,k,n,o,w,n
585,u,n,k,n,o,w,n
586,u,n,k,n,o,w,n
587,46 ,2,,,,,
588,u,n,k,n,o,w,n
589,58.555202 ,26.712397,,,,,
590,43.233655 ,-2.764133,,,,,
591,-0.279479 ,-78.467519,,,,,
592,u,n,k,n,o,w,n
593,53.785571 ,-3.046295,,,,,
594,u,n,k,n,o,w,n
595,u,n,k,n,o,w,n
596,50.658549 ,6.694074,,,,,
597,36.052257 ,-102.002399,,,,,
598,u,n,k,n,o,w,n
599,22 ,-102.5,,,,,
600,40 ,-4,,,,,
601,u,n,k,n,o,w,n
602,u,n,k,n,o,w,n
603,51.537422 ,-0.061001,,,,,
604,u,n,k,n,o,w,n
605,u,n,k,n,o,w,n
606,u,n,k,n,o,w,n
607,u,n,k,n,o,w,n
608,u,n,k,n,o,w,n
609,u,n,k,n,o,w,n
610,u,n,k,n,o,w,n
611,u,n,k,n,o,w,n
612,u,n,k,n,o,w,n
613,u,n,k,n,o,w,n
614,37.540601 ,-5.079589,,,,,
615,42.83333 ,12.83333,,,,,
616,u,n,k,n,o,w,n
617,u,n,k,n,o,w,n
618,u,n,k,n,o,w,n
619,u,n,k,n,o,w,n
620,u,n,k,n,o,w,n
621,u,n,k,n,o,w,n
622,49.60241 ,2.80102,,,,,
623,u,n,k,n,o,w,n
624,u,n,k,n,o,w,n
625,60.165103 ,24.93999,,,,,
626,49.459294 ,9.889831,,,,,
627,u,n,k,n,o,w,n
628,46.263781 ,8.696755,,,,,
629,u,n,k,n,o,w,n
630,u,n,k,n,o,w,n
631,u,n,k,n,o,w,n
632,u,n,k,n,o,w,n
633,u,n,k,n,o,w,n
634,8.5 ,-11.5,,,,,
635,50.178288 ,8.918453,,,,,
636,u,n,k,n,o,w,n
637,u,n,k,n,o,w,n
638,48.09918 ,-0.79292,,,,,
639,u,n,k,n,o,w,n
640,u,n,k,n,o,w,n
641,43.36662 ,-5.86112,,,,,
642,u,n,k,n,o,w,n
643,51.068049 ,13.779595,,,,,
644,46.06085 ,13.23401,,,,,
645,u,n,k,n,o,w,n
646,u,n,k,n,o,w,n
647,29.961078 ,-81.340501,,,,,
648,u,n,k,n,o,w,n
649,36.718612 ,-4.496911,,,,,
650,u,n,k,n,o,w,n
651,u,n,k,n,o,w,n
652,54.155568 ,38.1775,,,,,
653,41.311421 ,19.446037,,,,,
654,u,n,k,n,o,w,n
655,28.486359 ,-16.317929,,,,,
656,41.648971 ,-4.713868,,,,,
657,u,n,k,n,o,w,n
658,u,n,k,n,o,w,n
659,25.54389 ,-103.41898,,,,,
660,u,n,k,n,o,w,n
661,8.5 ,-11.5,,,,,
662,-7.437889 ,-70.028143,,,,,
663,u,n,k,n,o,w,n
664,38.46806 ,106.27306,,,,,
665,u,n,k,n,o,w,n
666,48.841691 ,2.242722,,,,,
667,u,n,k,n,o,w,n
668,u,n,k,n,o,w,n
669,-38.65333 ,178.00417,,,,,
670,u,n,k,n,o,w,n
671,u,n,k,n,o,w,n
672,u,n,k,n,o,w,n
673,u,n,k,n,o,w,n
674,-34.89478 ,-56.192477,,,,,
675,u,n,k,n,o,w,n
676,40.91534 ,-81.10593,,,,,
677,-15.763386 ,-47.88108,,,,,
678,u,n,k,n,o,w,n
679,u,n,k,n,o,w,n
680,25 ,45,,,,,
681,u,n,k,n,o,w,n
682,40 ,-4,,,,,
683,u,n,k,n,o,w,n
684,u,n,k,n,o,w,n
685,-37.7 ,145.18333,,,,,
686,41.94514 ,25.07868,,,,,
687,45.5867 ,5.16286,,,,,
688,u,n,k,n,o,w,n
689,-26.828806 ,-65.208318,,,,,
690,u,n,k,n,o,w,n
691,u,n,k,n,o,w,n
692,54.326624 ,10.105359,,,,,
693,18.596157 ,73.687473,,,,,
694,52.507568 ,13.391332,,,,,
695,12.832143 ,80.223782,,,,,
696,u,n,k,n,o,w,n
697,48.555132 ,12.743875,,,,,
698,45.339841 ,-75.910723,,,,,
699,29.961078 ,-81.340501,,,,,
700,30.04479 ,-98.039313,,,,,
701,u,n,k,n,o,w,n
702,52.498252 ,-2.002874,,,,,
703,38.46806 ,106.27306,,,,,
704,15.760691 ,43.686232,,,,,
705,47.852823 ,1.911113,,,,,
706,43.569326 ,1.38676,,,,,
707,33.588178 ,-100.217897,,,,,
708,40.393715 ,-3.676087,,,,,
709,40.416024 ,-3.696213,,,,,
710,u,n,k,n,o,w,n
711,u,n,k,n,o,w,n
712,29.88628 ,-95.494941,,,,,
713,40 ,-4,,,,,
714,36.718612 ,-4.496911,,,,,
715,u,n,k,n,o,w,n
716,u,n,k,n,o,w,n
717,u,n,k,n,o,w,n
718,u,n,k,n,o,w,n
719,u,n,k,n,o,w,n
720,u,n,k,n,o,w,n
721,41.412355 ,2.197328,,,,,
722,37.540601 ,-5.079589,,,,,
723,12.4989 ,124.6377,,,,,
724,u,n,k,n,o,w,n
725,u,n,k,n,o,w,n
726,u,n,k,n,o,w,n
727,u,n,k,n,o,w,n
728,u,n,k,n,o,w,n
729,54.155568 ,38.1775,,,,,
730,u,n,k,n,o,w,n
731,41.406739 ,2.132058,,,,,
732,u,n,k,n,o,w,n
733,u,n,k,n,o,w,n
734,33.703837 ,72.978521,,,,,
735,41.395942 ,2.149939,,,,,
736,54.247107 ,-3.253915,,,,,
737,38.09032 ,-92.29267,,,,,
738,39.78373 ,-100.445882,,,,,
739,14.18455 ,12.003467,,,,,
740,41.311421 ,19.446037,,,,,
741,41.82046 ,1.86768,,,,,
742,u,n,k,n,o,w,n
743,43.451896 ,-3.871985,,,,,
744,u,n,k,n,o,w,n
745,18.833333 ,-98,,,,,
746,43.599429 ,-116.21314,,,,,
747,u,n,k,n,o,w,n
748,u,n,k,n,o,w,n
749,u,n,k,n,o,w,n
750,u,n,k,n,o,w,n
751,38.09032 ,-92.29267,,,,,
752,40.445524 ,-3.656695,,,,,
753,u,n,k,n,o,w,n
754,41.396587 ,2.15164,,,,,
755,u,n,k,n,o,w,n
756,u,n,k,n,o,w,n
757,u,n,k,n,o,w,n
758,u,n,k,n,o,w,n
759,u,n,k,n,o,w,n
760,41.394306 ,2.152455,,,,,
761,41.611129 ,0.6272,,,,,
762,u,n,k,n,o,w,n
763,u,n,k,n,o,w,n
764,-36.846418 ,174.761639,,,,,
765,u,n,k,n,o,w,n
766,-13.716985 ,-76.205805,,,,,
767,52.171533 ,20.973048,,,,,
768,u,n,k,n,o,w,n
769,u,n,k,n,o,w,n
770,u,n,k,n,o,w,n
771,u,n,k,n,o,w,n
772,u,n,k,n,o,w,n
773,45.154542 ,-64.398833,,,,,
774,39.029027 ,-96.829684,,,,,
775,u,n,k,n,o,w,n
776,51.450806 ,-1.047016,,,,,
777,u,n,k,n,o,w,n
778,42.83333 ,12.83333,,,,,
779,u,n,k,n,o,w,n
780,u,n,k,n,o,w,n
781,40 ,-4,,,,,
782,u,n,k,n,o,w,n
783,u,n,k,n,o,w,n
784,u,n,k,n,o,w,n
785,28.486359 ,-16.317929,,,,,
786,u,n,k,n,o,w,n
787,49.95972 ,11.91072,,,,,
788,41.400178 ,2.191572,,,,,
789,40.483359 ,-3.667923,,,,,
790,33.374755 ,130.194511,,,,,
791,u,n,k,n,o,w,n
792,u,n,k,n,o,w,n
793,u,n,k,n,o,w,n
794,u,n,k,n,o,w,n
795,u,n,k,n,o,w,n
796,-12.162391 ,-76.997239,,,,,
797,u,n,k,n,o,w,n
798,40.927641 ,-8.572243,,,,,
799,40 ,-4,,,,,
800,40 ,-4,,,,,
